@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
144,'2024/02/28 19:43:43:567',7,338,255,1,1,1,1
145,'2024/02/28 19:43:43:586',7,338,255,1,1,1,1
146,'2024/02/28 19:43:43:603',7,338,255,1,1,1,1
147,'2024/02/28 19:43:43:621',7,338,255,1,1,1,1
148,'2024/02/28 19:43:43:639',7,338,255,1,1,1,1
149,'2024/02/28 19:43:43:658',7,338,255,1,1,1,1
150,'2024/02/28 19:43:43:676',7,338,255,1,1,1,1
151,'2024/02/28 19:43:43:693',7,338,255,1,1,1,1
152,'2024/02/28 19:43:43:711',7,338,255,1,1,1,1
153,'2024/02/28 19:43:43:729',7,338,255,1,1,1,1
154,'2024/02/28 19:43:43:746',7,338,255,1,1,1,1
155,'2024/02/28 19:43:43:764',7,338,255,1,1,1,1
156,'2024/02/28 19:44:11:781',8,296,45,1,1,0,0
157,'2024/02/28 19:44:11:797',8,296,45,1,1,0,0
158,'2024/02/28 19:44:11:815',8,296,45,1,1,0,0
159,'2024/02/28 19:44:11:834',8,296,45,1,1,0,0
160,'2024/02/28 19:44:11:853',8,296,45,1,1,0,0
161,'2024/02/28 19:44:11:870',8,296,45,1,1,0,0
162,'2024/02/28 19:44:11:889',8,296,45,1,1,0,0
163,'2024/02/28 19:44:11:906',8,296,45,1,1,0,0
164,'2024/02/28 19:44:11:925',8,296,45,1,1,0,0
165,'2024/02/28 19:44:11:944',8,296,45,1,1,0,0
166,'2024/02/28 19:44:11:961',8,296,45,1,1,0,0
167,'2024/02/28 19:44:11:980',8,296,45,1,1,0,0
168,'2024/02/28 19:44:12:000',8,296,45,1,1,0,0
169,'2024/02/28 19:44:12:017',8,296,45,1,1,0,0
170,'2024/02/28 19:44:12:034',8,296,45,1,1,0,0
171,'2024/02/28 19:44:12:051',8,296,45,1,1,0,0
172,'2024/02/28 19:44:12:070',8,296,45,1,1,0,0
173,'2024/02/28 19:44:12:087',8,296,45,1,1,0,0
174,'2024/02/28 19:44:12:104',8,296,45,1,1,0,0
175,'2024/02/28 19:44:12:123',8,296,45,1,1,0,0
176,'2024/02/28 19:44:12:140',8,296,45,1,1,0,0
177,'2024/02/28 19:44:12:157',8,296,45,1,1,0,0
178,'2024/02/28 19:44:12:174',8,296,45,1,1,0,0
179,'2024/02/28 19:44:12:192',8,296,45,1,1,0,0
180,'2024/02/28 19:44:12:209',8,296,45,1,1,0,0
181,'2024/02/28 19:44:12:227',8,296,45,1,1,0,0
182,'2024/02/28 19:44:12:246',8,296,45,1,1,0,0
183,'2024/02/28 19:44:12:265',8,296,45,1,1,0,0
184,'2024/02/28 19:44:12:284',8,296,45,1,1,0,0
185,'2024/02/28 19:44:15:879',9,294,120,1,1,0,0
186,'2024/02/28 19:44:15:898',9,294,120,1,1,0,0
187,'2024/02/28 19:44:15:917',9,294,120,1,1,0,0
188,'2024/02/28 19:44:15:934',9,294,120,1,1,0,0
189,'2024/02/28 19:44:15:952',9,294,120,1,1,0,0
190,'2024/02/28 19:44:15:971',9,294,120,1,1,0,0
191,'2024/02/28 19:44:15:988',9,294,120,1,1,0,0
192,'2024/02/28 19:44:16:006',9,294,120,1,1,0,0
193,'2024/02/28 19:44:16:026',9,294,120,1,1,0,0
194,'2024/02/28 19:44:16:043',9,294,120,1,1,0,0
195,'2024/02/28 19:44:16:061',9,294,120,1,1,0,0
196,'2024/02/28 19:44:16:078',9,294,120,1,1,0,0
197,'2024/02/28 19:44:16:096',9,294,120,1,1,0,0
198,'2024/02/28 19:44:16:113',9,294,120,1,1,0,0
199,'2024/02/28 19:44:16:132',9,294,120,1,1,0,0
200,'2024/02/28 19:44:16:150',9,294,120,1,1,0,0
201,'2024/02/28 19:44:16:167',9,294,120,1,1,0,0
202,'2024/02/28 19:44:16:184',9,294,120,1,1,0,0
203,'2024/02/28 19:44:16:203',9,294,120,1,1,0,0
204,'2024/02/28 19:44:16:222',9,294,120,1,1,0,0
205,'2024/02/28 19:44:19:801',10,294,149,1,1,0,0
206,'2024/02/28 19:44:19:817',10,294,149,1,1,0,0
207,'2024/02/28 19:44:19:837',10,294,149,1,1,0,0
208,'2024/02/28 19:44:19:855',10,294,149,1,1,0,0
209,'2024/02/28 19:44:19:872',10,294,149,1,1,0,0
210,'2024/02/28 19:44:19:891',10,294,149,1,1,0,0
211,'2024/02/28 19:44:19:910',10,294,149,1,1,0,0
212,'2024/02/28 19:44:19:927',10,294,149,1,1,0,0
213,'2024/02/28 19:44:19:946',10,294,149,1,1,0,0
214,'2024/02/28 19:44:19:964',10,294,149,1,1,0,0
215,'2024/02/28 19:44:19:980',10,294,149,1,1,0,0
216,'2024/02/28 19:44:19:997',10,294,149,1,1,0,0
217,'2024/02/28 19:44:20:015',10,294,149,1,1,0,0
218,'2024/02/28 19:44:20:033',10,294,149,1,1,0,0
219,'2024/02/28 19:44:20:051',10,294,149,1,1,0,0
220,'2024/02/28 19:44:20:068',10,294,149,1,1,0,0
221,'2024/02/28 19:44:20:086',10,294,149,1,1,0,0
222,'2024/02/28 19:44:20:103',10,294,149,1,1,0,0
223,'2024/02/28 19:44:20:120',10,294,149,1,1,0,0
224,'2024/02/28 19:44:20:140',10,294,149,1,1,0,0
225,'2024/02/28 19:44:20:160',10,294,149,1,1,0,0
226,'2024/02/28 19:44:20:177',10,294,149,1,1,0,0
227,'2024/02/28 19:44:20:195',10,294,149,1,1,0,0
228,'2024/02/28 19:44:20:213',10,294,149,1,1,0,0
229,'2024/02/28 19:44:20:231',10,294,149,1,1,0,0
230,'2024/02/28 19:44:20:249',10,294,149,1,1,0,0
231,'2024/02/28 19:44:20:268',10,294,149,1,1,0,0
232,'2024/02/28 19:44:20:287',10,294,149,1,1,0,0
233,'2024/02/28 19:44:20:305',10,294,149,1,1,0,0
234,'2024/02/28 19:44:20:323',10,294,149,1,1,0,0
235,'2024/02/28 19:44:28:654',11,270,144,1,1,0,0
236,'2024/02/28 19:44:28:670',11,270,144,1,1,0,0
237,'2024/02/28 19:44:28:689',11,270,144,1,1,0,0
238,'2024/02/28 19:44:28:708',11,270,144,1,1,0,0
239,'2024/02/28 19:44:28:727',11,270,144,1,1,0,0
240,'2024/02/28 19:44:28:743',11,270,144,1,1,0,0
241,'2024/02/28 19:44:28:761',11,270,144,1,1,0,0
242,'2024/02/28 19:44:28:782',11,270,144,1,1,0,0
243,'2024/02/28 19:44:28:797',11,270,144,1,1,0,0
244,'2024/02/28 19:44:28:816',11,270,144,1,1,0,0
245,'2024/02/28 19:44:28:835',11,270,144,1,1,0,0
246,'2024/02/28 19:44:28:854',11,270,144,1,1,0,0
247,'2024/02/28 19:44:28:872',11,270,144,1,1,0,0
248,'2024/02/28 19:44:28:889',11,270,144,1,1,0,0
249,'2024/02/28 19:44:28:907',11,270,144,1,1,0,0
250,'2024/02/28 19:44:28:925',11,270,144,1,1,0,0
251,'2024/02/28 19:44:28:945',11,270,144,1,1,0,0
252,'2024/02/28 19:44:28:965',11,270,144,1,1,0,0
253,'2024/02/28 19:44:28:983',11,270,144,1,1,0,0
254,'2024/02/28 19:44:39:306',12,239,109,1,0.64,0,0
255,'2024/02/28 19:44:39:324',12,239,109,1,0.64,0,0
256,'2024/02/28 19:44:39:343',12,239,109,1,0.64,0,0
257,'2024/02/28 19:44:39:360',12,239,109,1,0.64,0,0
258,'2024/02/28 19:44:39:379',12,239,109,1,0.64,0,0
259,'2024/02/28 19:44:39:397',12,239,109,1,0.64,0,0
260,'2024/02/28 19:44:39:417',12,239,109,1,0.64,0,0
261,'2024/02/28 19:44:39:433',12,239,109,1,0.64,0,0
262,'2024/02/28 19:44:39:451',12,239,109,1,0.64,0,0
263,'2024/02/28 19:44:39:469',12,239,109,1,0.64,0,0
264,'2024/02/28 19:44:39:489',12,239,109,1,0.64,0,0
265,'2024/02/28 19:44:39:507',12,239,109,1,0.64,0,0
266,'2024/02/28 19:44:39:525',12,239,109,1,0.64,0,0
267,'2024/02/28 19:44:39:543',12,239,109,1,0.64,0,0
268,'2024/02/28 19:44:39:561',12,239,109,1,0.64,0,0
269,'2024/02/28 19:44:39:579',12,239,109,1,0.64,0,0
270,'2024/02/28 19:44:39:596',12,239,109,1,0.64,0,0
271,'2024/02/28 19:44:39:613',12,239,109,1,0.64,0,0
272,'2024/02/28 19:44:39:629',12,239,109,1,0.64,0,0
273,'2024/02/28 19:44:39:647',12,239,109,1,0.64,0,0
274,'2024/02/28 19:44:39:663',12,239,109,1,0.64,0,0
275,'2024/02/28 19:44:39:683',12,239,109,1,0.64,0,0
276,'2024/02/28 19:44:39:700',12,239,109,1,0.64,0,0
277,'2024/02/28 19:44:47:038',13,165,133,1,0.38,0,0
278,'2024/02/28 19:44:47:057',13,165,133,1,0.38,0,0
279,'2024/02/28 19:44:47:074',13,165,133,1,0.38,0,0
280,'2024/02/28 19:44:47:091',13,165,133,1,0.38,0,0
281,'2024/02/28 19:44:47:109',13,165,133,1,0.38,0,0
282,'2024/02/28 19:44:47:127',13,165,133,1,0.38,0,0
283,'2024/02/28 19:44:47:146',13,165,133,1,0.38,0,0
284,'2024/02/28 19:44:47:164',13,165,133,1,0.38,0,0
285,'2024/02/28 19:44:47:182',13,165,133,1,0.38,0,0
286,'2024/02/28 19:44:47:199',13,165,133,1,0.38,0,0
287,'2024/02/28 19:44:47:217',13,165,133,1,0.38,0,0
288,'2024/02/28 19:44:47:235',13,165,133,1,0.38,0,0
289,'2024/02/28 19:44:47:254',13,165,133,1,0.38,0,0
290,'2024/02/28 19:44:47:272',13,165,133,1,0.38,0,0
291,'2024/02/28 19:44:47:291',13,165,133,1,0.38,0,0
292,'2024/02/28 19:44:47:309',13,165,133,1,0.38,0,0
293,'2024/02/28 19:44:47:327',13,165,133,1,0.38,0,0
294,'2024/02/28 19:44:47:343',13,165,133,1,0.38,0,0
295,'2024/02/28 19:44:47:362',13,165,133,1,0.38,0,0
296,'2024/02/28 19:44:47:380',13,165,133,1,0.38,0,0
297,'2024/02/28 19:44:47:399',13,165,133,1,0.38,0,0
298,'2024/02/28 19:44:47:417',13,165,133,1,0.38,0,0
299,'2024/02/28 19:44:47:434',13,165,133,1,0.38,0,0
300,'2024/02/28 19:44:47:453',13,165,133,1,0.38,0,0
301,'2024/02/28 19:44:47:469',13,165,133,1,0.38,0,0
302,'2024/02/28 19:44:47:487',13,165,133,1,0.38,0,0
303,'2024/02/28 19:44:47:506',13,165,133,1,0.38,0,0
304,'2024/02/28 19:44:56:597',14,44,51,1,0,0,0
305,'2024/02/28 19:44:56:617',14,44,51,1,0,0,0
306,'2024/02/28 19:44:56:635',14,44,51,1,0,0,0
307,'2024/02/28 19:44:56:653',14,44,51,1,0,0,0
308,'2024/02/28 19:44:56:672',14,44,51,1,0,0,0
309,'2024/02/28 19:44:56:689',14,44,51,1,0,0,0
310,'2024/02/28 19:44:56:706',14,44,51,1,0,0,0
311,'2024/02/28 19:44:56:726',14,44,51,1,0,0,0
312,'2024/02/28 19:44:56:743',14,44,51,1,0,0,0
313,'2024/02/28 19:44:56:760',14,44,51,1,0,0,0
314,'2024/02/28 19:44:56:779',14,44,51,1,0,0,0
315,'2024/02/28 19:44:56:796',14,44,51,1,0,0,0
316,'2024/02/28 19:44:56:812',14,44,51,1,0,0,0
317,'2024/02/28 19:44:56:830',14,44,51,1,0,0,0
318,'2024/02/28 19:44:56:847',14,44,51,1,0,0,0
319,'2024/02/28 19:44:56:866',14,44,51,1,0,0,0
320,'2024/02/28 19:44:56:886',14,44,51,1,0,0,0
321,'2024/02/28 19:44:56:904',14,44,51,1,0,0,0
322,'2024/02/28 19:44:56:924',14,44,51,1,0,0,0
323,'2024/02/28 19:44:56:941',14,44,51,1,0,0,0
324,'2024/02/28 19:44:56:958',14,44,51,1,0,0,0
325,'2024/02/28 19:44:56:975',14,44,51,1,0,0,0
326,'2024/02/28 19:44:56:995',14,44,51,1,0,0,0
327,'2024/02/28 19:44:57:015',14,44,51,1,0,0,0
328,'2024/02/28 19:44:57:032',14,44,51,1,0,0,0
329,'2024/02/28 19:44:57:052',14,44,51,1,0,0,0
330,'2024/02/28 19:44:57:073',14,44,51,1,0,0,0
331,'2024/02/28 19:44:57:094',14,44,51,1,0,0,0
332,'2024/02/28 19:44:57:110',14,44,51,1,0,0,0
333,'2024/02/28 19:44:57:129',14,44,51,1,0,0,0
334,'2024/02/28 19:44:57:149',14,44,51,1,0,0,0
335,'2024/02/28 19:44:57:165',14,44,51,1,0,0,0
336,'2024/02/28 19:44:57:181',14,44,51,1,0,0,0
337,'2024/02/28 19:44:57:200',14,44,51,1,0,0,0
338,'2024/02/28 19:44:57:217',14,44,51,1,0,0,0
339,'2024/02/28 19:44:57:235',14,44,51,1,0,0,0
340,'2024/02/28 19:44:57:253',14,44,51,1,0,0,0
341,'2024/02/28 19:44:57:272',14,44,51,1,0,0,0
342,'2024/02/28 19:44:57:290',14,44,51,1,0,0,0
343,'2024/02/28 19:44:57:309',14,44,51,1,0,0,0
344,'2024/02/28 19:44:57:326',14,44,51,1,0,0,0
345,'2024/02/28 19:44:57:345',14,44,51,1,0,0,0
346,'2024/02/28 19:44:57:362',14,44,51,1,0,0,0
347,'2024/02/28 19:44:57:380',14,44,51,1,0,0,0
348,'2024/02/28 19:44:57:398',14,44,51,1,0,0,0
349,'2024/02/28 19:44:57:415',14,44,51,1,0,0,0
350,'2024/02/28 19:44:57:434',14,44,51,1,0,0,0
351,'2024/02/28 19:44:57:451',14,44,51,1,0,0,0
352,'2024/02/28 19:44:57:469',14,44,51,1,0,0,0
353,'2024/02/28 19:44:57:487',14,44,51,1,0,0,0
354,'2024/02/28 19:44:57:506',14,44,51,1,0,0,0
355,'2024/02/28 19:44:57:524',14,44,51,1,0,0,0
356,'2024/02/28 19:44:57:543',14,44,51,1,0,0,0
357,'2024/02/28 19:44:57:560',14,44,51,1,0,0,0
358,'2024/02/28 19:44:57:580',14,44,51,1,0,0,0
359,'2024/02/28 19:44:57:600',14,44,51,1,0,0,0
360,'2024/02/28 19:44:57:617',14,44,51,1,0,0,0
361,'2024/02/28 19:44:57:637',14,44,51,1,0,0,0
362,'2024/02/28 19:44:57:654',14,44,51,1,0,0,0
363,'2024/02/28 19:44:57:673',14,44,51,1,0,0,0
364,'2024/02/28 19:44:57:690',14,44,51,1,0,0,0
365,'2024/02/28 19:44:57:710',14,44,51,1,0,0,0
366,'2024/02/28 19:44:57:728',14,44,51,1,0,0,0
367,'2024/02/28 19:44:57:745',14,44,51,1,0,0,0
368,'2024/02/28 19:44:57:764',14,44,51,1,0,0,0
369,'2024/02/28 19:44:57:784',14,44,51,1,0,0,0
370,'2024/02/28 19:44:57:803',14,44,51,1,0,0,0
371,'2024/02/28 19:44:57:822',14,44,51,1,0,0,0
372,'2024/02/28 19:44:57:841',14,44,51,1,0,0,0
373,'2024/02/28 19:44:57:858',14,44,51,1,0,0,0
374,'2024/02/28 19:44:57:878',14,44,51,1,0,0,0
375,'2024/02/28 19:44:57:896',14,44,51,1,0,0,0
376,'2024/02/28 19:44:57:915',14,44,51,1,0,0,0
377,'2024/02/28 19:44:57:934',14,44,51,1,0,0,0
378,'2024/02/28 19:44:57:952',14,44,51,1,0,0,0
379,'2024/02/28 19:44:57:971',14,44,51,1,0,0,0
380,'2024/02/28 19:44:57:987',14,44,51,1,0,0,0
381,'2024/02/28 19:44:58:005',14,44,51,1,0,0,0
382,'2024/02/28 19:44:58:025',14,44,51,1,0,0,0
383,'2024/02/28 19:44:58:043',14,44,51,1,0,0,0
384,'2024/02/28 19:44:58:062',14,44,51,1,0,0,0
385,'2024/02/28 19:44:58:079',14,44,51,1,0,0,0
386,'2024/02/28 19:44:58:096',14,44,51,1,0,0,0
387,'2024/02/28 19:44:58:116',14,44,51,1,0,0,0
388,'2024/02/28 19:44:58:136',14,44,51,1,0,0,0
389,'2024/02/28 19:44:58:154',14,44,51,1,0,0,0
390,'2024/02/28 19:44:58:172',14,44,51,1,0,0,0
391,'2024/02/28 19:44:58:191',14,44,51,1,0,0,0
392,'2024/02/28 19:44:58:209',14,44,51,1,0,0,0
393,'2024/02/28 19:44:58:227',14,44,51,1,0,0,0
394,'2024/02/28 19:44:58:245',14,44,51,1,0,0,0
395,'2024/02/28 19:44:58:263',14,44,51,1,0,0,0
396,'2024/02/28 19:44:58:282',14,44,51,1,0,0,0
397,'2024/02/28 19:44:58:301',14,44,51,1,0,0,0
398,'2024/02/28 19:44:58:320',14,44,51,1,0,0,0
399,'2024/02/28 19:44:58:337',14,44,51,1,0,0,0
400,'2024/02/28 19:44:58:354',14,44,51,1,0,0,0
401,'2024/02/28 19:44:58:373',14,44,51,1,0,0,0
402,'2024/02/28 19:44:58:394',14,44,51,1,0,0,0
403,'2024/02/28 19:44:58:409',14,44,51,1,0,0,0
404,'2024/02/28 19:44:58:432',14,44,51,1,0,0,0
405,'2024/02/28 19:44:58:443',14,44,51,1,0,0,0
406,'2024/02/28 19:44:58:462',14,44,51,1,0,0,0
407,'2024/02/28 19:44:58:481',14,44,51,1,0,0,0
408,'2024/02/28 19:44:58:498',14,44,51,1,0,0,0
409,'2024/02/28 19:44:58:514',14,44,51,1,0,0,0
410,'2024/02/28 19:44:58:532',14,44,51,1,0,0,0
411,'2024/02/28 19:44:58:551',14,44,51,1,0,0,0
412,'2024/02/28 19:44:58:581',14,44,51,1,0,0,0
413,'2024/02/28 19:44:58:593',14,44,51,1,0,0,0
414,'2024/02/28 19:44:58:611',14,44,51,1,0,0,0
415,'2024/02/28 19:44:58:628',14,44,51,1,0,0,0
416,'2024/02/28 19:44:58:647',14,44,51,1,0,0,0
417,'2024/02/28 19:44:58:665',14,44,51,1,0,0,0
418,'2024/02/28 19:44:58:682',14,44,51,1,0,0,0
419,'2024/02/28 19:44:58:701',14,44,51,1,0,0,0
420,'2024/02/28 19:44:58:718',14,44,51,1,0,0,0
421,'2024/02/28 19:44:58:737',14,44,51,1,0,0,0
422,'2024/02/28 19:44:58:753',14,44,51,1,0,0,0
423,'2024/02/28 19:44:58:768',14,44,51,1,0,0,0
424,'2024/02/28 19:44:58:789',14,44,51,1,0,0,0
